0.0897598, 0.0897598, 0.163827
0.17952, 0.0897598, 0.238016
0.269279, 0.0897598, 0.311495
0.359039, 0.0897598, 0.383568
0.448799, 0.0897598, 0.453559
0.538559, 0.0897598, 0.520818
0.628319, 0.0897598, 0.584723
0.718078, 0.0897598, 0.644688
0.807838, 0.0897598, 0.700162
0.897598, 0.0897598, 0.750638
0.987358, 0.0897598, 0.795653
1.07712, 0.0897598, 0.834795
1.16688, 0.0897598, 0.867699
1.25664, 0.0897598, 0.89406
1.3464, 0.0897598, 0.913624
1.43616, 0.0897598, 0.926199
1.52592, 0.0897598, 0.931649
1.61568, 0.0897598, 0.9299
1.70544, 0.0897598, 0.920938
1.7952, 0.0897598, 0.90481
1.88496, 0.0897598, 0.881621
1.97472, 0.0897598, 0.851535
2.06448, 0.0897598, 0.814774
2.15423, 0.0897598, 0.771616
2.24399, 0.0897598, 0.72239
2.33375, 0.0897598, 0.667475
2.42351, 0.0897598, 0.607299
2.51327, 0.0897598, 0.542331
2.60303, 0.0897598, 0.47308
2.69279, 0.0897598, 0.400091
2.78255, 0.0897598, 0.323938
2.87231, 0.0897598, 0.245224
2.96207, 0.0897598, 0.164569
3.05183, 0.0897598, 0.0826113
0.0897598, 0.17952, 0.238016
0.17952, 0.17952, 0.298189
0.269279, 0.17952, 0.358363
0.359039, 0.17952, 0.417846
0.448799, 0.17952, 0.475971
0.538559, 0.17952, 0.532095
0.628319, 0.17952, 0.585608
0.718078, 0.17952, 0.635934
0.807838, 0.17952, 0.682535
0.897598, 0.17952, 0.724913
0.987358, 0.17952, 0.762616
1.07712, 0.17952, 0.795239
1.16688, 0.17952, 0.822425
1.25664, 0.17952, 0.843869
1.3464, 0.17952, 0.85932
1.43616, 0.17952, 0.868582
1.52592, 0.17952, 0.871514
1.61568, 0.17952, 0.86803
1.70544, 0.17952, 0.858104
1.7952, 0.17952, 0.841763
1.88496, 0.17952, 0.81909
1.97472, 0.17952, 0.790226
2.06448, 0.17952, 0.75536
2.15423, 0.17952, 0.714735
2.24399, 0.17952, 0.668644
2.33375, 0.17952, 0.617425
2.42351, 0.17952, 0.561458
2.51327, 0.17952, 0.501165
